Date Published,Event,Frequency,Headline Text,Location,News Sentiment,News Source,Number,Organization,Other,Person,Sector,Sentiment Magnitude,Source,Sub-Sector,Summary,Super Region,URL
2019-02-01, ,DAILY,Exxon Mobil profit tops estimates as production rebounds,HOUSTON,0.1,REUTERS, ,Exxon Mobil Corp;Exxon Mobil;Reuters,estimates;profit;production rebounds;oil;shares;natural gas output,analysts,NEWS AI SENTIMENTS,0.1,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON  - EXXON MOBIL CORP ON FRIDAY REPORTED A QUARTERLY PROFIT THAT TOPPED ANALYSTS' ESTIMATES PUSHING ITS SHARES UP AS OIL AND NATURAL GAS OUTPUT ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-results/exxon-mobil-profit-tops-estimates-as-production-rebounds-idUSKCN1PQ4SV
2019-02-01, ,DAILY,Qatar and Exxon to proceed with $10-billion LNG expansion ..., ,0.2,THE GLOBE AND MAIL,10-billion,Qatar;Exxon;Globe's International Affairs,LNG expansion;Pulitzer Prize,Doug Saunders;Columnist;Doris Kearns;author;historian,NEWS AI SENTIMENTS,0.4,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,THE GLOBE'S INTERNATIONAL AFFAIRS COLUMNIST DOUG SAUNDERS SPOKE WITH WORLD-RENOWNED PRESIDENTIAL HISTORIAN AND PULITZER PRIZE-WINNING AUTHOR DORIS KEARNS ...,GLOBAL DATA,https://www.theglobeandmail.com/business/industry-news/energy-and-resources/article-qatar-and-exxon-to-proceed-with-10-billion-lng-expansion-project-in/
2019-02-01, ,DAILY,Exxon Mobil profit tops estimates as production rebounds,HOUSTON,0.1,REUTERS, ,Exxon Mobil Corp;Exxon Mobil;Reuters,estimates;profit;production rebounds;oil;shares;natural gas output,analysts,NEWS AI SENTIMENTS,0.1,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON  - EXXON MOBIL CORP ON FRIDAY REPORTED A QUARTERLY PROFIT THAT TOPPED ANALYSTS' ESTIMATES PUSHING ITS SHARES UP AS OIL AND NATURAL GAS OUTPUT ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-results/exxon-mobil-profit-tops-estimates-as-production-rebounds-idUSKCN1PQ4SV
2019-02-01, ,DAILY,Exxon Mobil Q4 2018 earnings, ,0.1,CNBC,2018,Exxon Mobil;giant,earnings;expectations;Wall Street;oil;gas;fossil fuel production;trend;rise;output, ,NEWS AI SENTIMENTS,1.1,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON MOBIL'S EARNINGS EASILY BEAT WALL STREET'S EXPECTATIONS. THE OIL AND GAS GIANT REPORTS A SLIGHT RISE IN FOSSIL FUEL PRODUCTION REVERSING A TREND OF FALLING OUTPUT ...,GLOBAL DATA,https://www.cnbc.com/2019/02/01/exxon-mobil-q4-2018-earnings.html
2019-01-31,reorganization,DAILY,Exxon CEO combines exploration units to reverse output ...,HOUSTON,0.0,REUTERS, ,Reuters;Exxon;Exxon Mobil Corp;exploration businesses,exploration units;output;oil,CEO,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON  - EXXON MOBIL CORP ON THURSDAY OUTLINED A MAJOR REORGANIZATION OF ITS GLOBAL EXPLORATION BUSINESSES AIMED AT REVERSING YEARS OF WEAK OIL ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-business/exxon-ceocombines-exploration-units-to-reverseoutput-declines-idUSKCN1PP2CY
2019-01-31,reorganization,DAILY,Exxon CEO combines exploration units to reverse output ...,HOUSTON,0.0,REUTERS, ,Reuters;Exxon;Exxon Mobil Corp;exploration businesses,exploration units;output;oil,CEO,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON  - EXXON MOBIL CORP ON THURSDAY OUTLINED A MAJOR REORGANIZATION OF ITS GLOBAL EXPLORATION BUSINESSES AIMED AT REVERSING YEARS OF WEAK OIL ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-business/exxon-ceocombines-exploration-units-to-reverseoutput-declines-idUSKCN1PP2CY
2019-01-30, ,DAILY,Plains ExxonMobil start on pipeline from West Texas to Houston,Plains;Houston;West Texas,0.0,CHRON,2021;One million,ExxonMobil;Exxon Mobil;Plains All American Pipeline L.P.,pipeline;oil;barrels, ,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,ONE MILLION MORE BARRELS OF OIL WILL BE FLOWING TO HOUSTON BY 2021 FROM WEST TEXAS. HOUSTON-BASED PLAINS ALL AMERICAN PIPELINE L.P. AND EXXON MOBIL ...,GLOBAL DATA,https://www.chron.com/business/energy/article/Plains-ExxonMobil-start-on-pipeline-from-West-13574015.php
2019-01-30, ,DAILY,Exxon Plains All American to start on Texas pipeline,Texas,-0.1,REUTERS, ,Exxon;Exxon Mobil Corp;Plains All American;Plains All American Pipeline;Reuters;Lotus Midstream LLC,crude pipeline;pipeline, ,NEWS AI SENTIMENTS,0.1,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, - EXXON MOBIL CORP PLAINS ALL AMERICAN PIPELINE AND LOTUS MIDSTREAM LLC SAID ON WEDNESDAY THEY WILL BUILD A TEXAS CRUDE PIPELINE THAT CAN CARRY ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-pipeline/exxon-plains-all-american-to-start-on-texas-pipeline-idUSKCN1PO1U3
2019-01-30, ,DAILY,Exxon Plains All American to start on Texas pipeline,Texas,-0.1,REUTERS, ,Exxon;Exxon Mobil Corp;Plains All American;Plains All American Pipeline;Reuters;Lotus Midstream LLC,crude pipeline;pipeline, ,NEWS AI SENTIMENTS,0.1,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, - EXXON MOBIL CORP PLAINS ALL AMERICAN PIPELINE AND LOTUS MIDSTREAM LLC SAID ON WEDNESDAY THEY WILL BUILD A TEXAS CRUDE PIPELINE THAT CAN CARRY ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-pipeline/exxon-plains-all-american-to-start-on-texas-pipeline-idUSKCN1PO1U3
2019-01-22, ,DAILY,Exxon drops tax break requests after being rejected by EBR ...,Baton Rouge,-0.5,THE ADVOCATE, ,Exxon;ExxonMobil;EBR,tax break requests;requests;uncertainty;tax incentives;property tax breaks, ,NEWS AI SENTIMENTS,1.1,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXONMOBIL ON TUESDAY SAID IT WILL DROP ITS PENDING REQUESTS FOR PROPERTY TAX BREAKS IN BATON ROUGE AND WARNED THE GÇ£UNCERTAINTYGÇ¥ SURROUNDING TAX INCENTIVES ...,GLOBAL DATA,https://www.theadvocate.com/baton_rouge/news/business/article_219247a6-1e78-11e9-b569-1f49037bacd1.html
2019-01-15,shutdown;maintenance overhaul,DAILY,Exxon starts major planned shutdown at Baytown refinery,Baytown refinery;Baytown;nation;oil refineries;Irving,-0.3,CHRON,one,Exxon;Exxon Mobil,one,oil major,NEWS AI SENTIMENTS,0.6,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON MOBIL IS STARTING A MAJOR MAINTENANCE OVERHAUL AT ONE OF THE NATION'S LARGEST OIL REFINERIES IN BAYTOWN. THE IRVING OIL MAJOR STARTED THE PLANNED SHUT DOWN ...,GLOBAL DATA,https://www.chron.com/business/energy/article/Exxon-starts-major-planned-shutdown-at-Baytown-13534702.php
2019-01-12, ,DAILY,Massachusetts AG Healey pressing probe into Exxon Mobil,BOSTON;Massachusetts,-0.2,BOSTON.COM, ,Exxon Mobil;Exxon Mobil Corp.;AP,probe;case,Massachusetts AG Healey;Maura Healey;Attorney General,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,BOSTON  GÇÖ MASSACHUSETTS ATTORNEY GENERAL MAURA HEALEY HAS BEEN METHODICALLY WORKING ON A CASE TO FIND OUT WHAT EXXON MOBIL CORP. KNEW ABOUT THE ...,GLOBAL DATA,https://www.boston.com/news/local-news/2019/01/12/massachusetts-ag-healey-pressing-probe-into-exxon-mobil
2019-01-10,weekend fire;fire,DAILY,Exxon restarting units after weekend fire in Beaumont refinery,refinery;Beaumont;units;Irving,-0.2,CHRON, ,Exxon;Exxon Mobil;oil major,units;production, ,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON MOBIL IS RESTARTING UNITS AT ITS BEAUMONT REFINERY AFTER A WEEKEND FIRE TEMPORARILY IMPACTED PRODUCTION THE IRVING-BASED OIL MAJOR CONFIRMED THURSDAY.,GLOBAL DATA,https://www.chron.com/business/energy/article/Exxon-restarting-units-after-weekend-fire-in-13523730.php
2019-01-07, ,DAILY,Supreme Court rejects Exxon Mobil appeal in climate case,nation;Massachusetts,-0.6,THE HILL, ,Exxon Mobil;oil company;Supreme Court;court,climate case;production volume,Maura Healey;Attorney General;D,NEWS AI SENTIMENTS,0.6,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON MOBIL THE NATION'S LARGEST OIL COMPANY BY PRODUCTION VOLUME WANTED THE COURT TO STOP MASSACHUSETTS ATTORNEY GENERAL MAURA HEALEY  FROM COMPELLING IT ...,GLOBAL DATA,https://thehill.com/policy/energy-environment/424133-supreme-court-rejects-exxon-appeal-in-climate-case
2018-12-31, ,DAILY,Hold Exxon to account: NYC retirees deserve to have the air ...,planet;NYC,-0.3,NEW YORK DAILY NEWS, ,Exxon;Intergovernmental Panel on Climate Change,Greenhouse gases;air;forecast,retirees,NEWS AI SENTIMENTS,0.7,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,GREENHOUSE GASES ARE DESTROYING OUR PLANET. A DEEPLY CONCERNING REPORT RELEASED LAST MONTH BY THE INTERGOVERNMENTAL PANEL ON CLIMATE CHANGE FORECAST ...,GLOBAL DATA,https://www.nydailynews.com/opinion/ny-oped-greenhouse-gas-investments-20181227-story.html
2018-12-26,border dispute,DAILY,Exxon continues drilling offshore Guyana as Venezuela ...,Guyana;Venezuela;Texas;Irving,-0.3,REUTERS,5 billion,Exxon,oil;barrels;gas, ,NEWS AI SENTIMENTS,0.3,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,A CENTURY-LONG BORDER DISPUTE HAS HEATED UP IN RECENT YEARS AS IRVING TEXAS-BASED EXXON HAS DISCOVERED MORE THAN 5 BILLION BARRELS OF OIL AND GAS OFF GUYANA'S ...,GLOBAL DATA,https://www.reuters.com/article/us-guyana-venezuela-oil/exxon-continues-drilling-offshore-guyana-despite-venezuela-incident-idUSKCN1OP0UB
2018-12-26,performance;oil stock,DAILY,Exxon Mobil headed for its worst annual performance since ...,world,-0.7,THE DALLAS MORNING NEWS,2019,Exxon Mobil,Things,president;Ronald Reagan,NEWS AI SENTIMENTS,1.4,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,THINGS HAVEN'T BEEN THIS BAD FOR THE WORLD'S BIGGEST OIL STOCK SINCE RONALD REAGAN BECAME PRESIDENT. BUT BRACE YOURSELF 2019 MAY NOT BE MUCH BETTER.,GLOBAL DATA,https://www.dallasnews.com/business/energy/2018/12/26/exxon-mobil-headed-for-its-worst-annual-performance-since-1981/
2018-12-26,border dispute,DAILY,Exxon continues drilling offshore Guyana as Venezuela ...,Guyana;Venezuela;Texas;Irving,-0.3,REUTERS,5 billion,Exxon,oil;barrels;gas, ,NEWS AI SENTIMENTS,0.3,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,A CENTURY-LONG BORDER DISPUTE HAS HEATED UP IN RECENT YEARS AS IRVING TEXAS-BASED EXXON HAS DISCOVERED MORE THAN 5 BILLION BARRELS OF OIL AND GAS OFF GUYANA'S ...,GLOBAL DATA,https://www.reuters.com/article/us-guyana-venezuela-oil/exxon-continues-drilling-offshore-guyana-despite-venezuela-incident-idUSKCN1OP0UB
2018-12-25,dispute,DAILY,Venezuela calls U.S. comments on Guyana dispute ...,U.S.;Venezuela;Guyana;United States;Washington,-0.8,REUTERS, ,government, ,Nicolas Maduro;President;Socialist,NEWS AI SENTIMENTS,0.8,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,SOCIALIST PRESIDENT NICOLAS MADURO HAS ACCUSED THE UNITED STATES OF PLOTTING TO INVADE VENEZUELA AND OVERTHROW HIS GOVERNMENT WHILE WASHINGTON HAS PLACED ...,GLOBAL DATA,https://www.reuters.com/article/us-guyana-venezuela-oil/venezuela-calls-u-s-comments-on-guyana-exxon-dispute-interventionist-idUSKCN1OO0NM
2018-12-25,dispute,DAILY,Venezuela calls U.S. comments on Guyana dispute ...,U.S.;Venezuela;Guyana;United States;Washington,-0.8,REUTERS, ,government, ,Nicolas Maduro;President;Socialist,NEWS AI SENTIMENTS,0.8,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,SOCIALIST PRESIDENT NICOLAS MADURO HAS ACCUSED THE UNITED STATES OF PLOTTING TO INVADE VENEZUELA AND OVERTHROW HIS GOVERNMENT WHILE WASHINGTON HAS PLACED ...,GLOBAL DATA,https://www.reuters.com/article/us-guyana-venezuela-oil/venezuela-calls-u-s-comments-on-guyana-exxon-dispute-interventionist-idUSKCN1OO0NM
2018-12-23,oil spill,DAILY,His extraordinary adventures as one of the world's best wildlife ...,world,0.4,ANCHORAGE DAILY NEWS,30;one, ,adventures;one;wildlife;lot;thing,Paul Souders;Photographer;Exxon Valdez,NEWS AI SENTIMENTS,1.4,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,PHOTOGRAPHER PAUL SOUDERS AND I LEARNED A LOT THAT SUMMER OF THE EXXON VALDEZ OIL SPILL ALMOST 30 YEARS AGO. THE MAIN THING WE BOTH LEARNED IS THAT THE WORLD IS ...,GLOBAL DATA,https://www.adn.com/opinions/2018/12/23/his-extraordinary-adventures-as-one-of-the-worlds-best-wildlife-photographers-began-here-in-alaska/
2018-12-19, ,DAILY,Exclusive: Exxon Mobil secured U.S. hardship waiver from ...,U.S.;WASHINGTON;NEW YORK,0.0,REUTERS, ,Exxon Mobil;Exxon Mobil Corp;Reuters;U.S. Environmental Protection Agency,Exclusive;hardship waiver;XOM.N, ,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,WASHINGTON/NEW YORK  - THE U.S. ENVIRONMENTAL PROTECTION AGENCY GRANTED OIL MAJOR EXXON MOBIL CORP  A FINANCIAL HARDSHIP WAIVER THIS ...,GLOBAL DATA,https://www.reuters.com/article/us-usa-biofuels-exxon-mobil-exclusive/exclusive-exxon-mobil-secured-u-s-hardship-waiver-from-biofuels-laws-sources-idUSKCN1OI292
2018-12-19, ,DAILY,Exclusive: Exxon Mobil secured U.S. hardship waiver from ...,U.S.;WASHINGTON;NEW YORK,0.0,REUTERS, ,Exxon Mobil;Exxon Mobil Corp;Reuters;U.S. Environmental Protection Agency,Exclusive;hardship waiver;XOM.N, ,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,WASHINGTON/NEW YORK  - THE U.S. ENVIRONMENTAL PROTECTION AGENCY GRANTED OIL MAJOR EXXON MOBIL CORP  A FINANCIAL HARDSHIP WAIVER THIS ...,GLOBAL DATA,https://www.reuters.com/article/us-usa-biofuels-exxon-mobil-exclusive/exclusive-exxon-mobil-secured-u-s-hardship-waiver-from-biofuels-laws-sources-idUSKCN1OI292
2018-12-18, ,DAILY,Exxon Mobil opposes weakening Obama-era emissions rules ...,HOUSTON,-0.6,REUTERS, ,Exxon Mobil;Exxon Mobil Corp;XOM.N;Reuters;U.S. Environmental Protection Agency,emissions rules;support;methane gas emission rules,Obama,NEWS AI SENTIMENTS,0.6,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON  - EXXON MOBIL CORP  SENT A LETTER TO THE U.S. ENVIRONMENTAL PROTECTION AGENCY IN SUPPORT OF METHANE GAS EMISSION RULES PUT IN ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-epa-methane/exxon-mobil-opposes-weakening-obama-era-emissions-rules-letter-to-epa-idUSKBN1OH23N
2018-12-18, ,DAILY,Exxon Mobil opposes weakening Obama-era emissions rules ...,HOUSTON,-0.6,REUTERS, ,Exxon Mobil;Exxon Mobil Corp;XOM.N;Reuters;U.S. Environmental Protection Agency,emissions rules;support;methane gas emission rules,Obama,NEWS AI SENTIMENTS,0.6,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON  - EXXON MOBIL CORP  SENT A LETTER TO THE U.S. ENVIRONMENTAL PROTECTION AGENCY IN SUPPORT OF METHANE GAS EMISSION RULES PUT IN ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-epa-methane/exxon-mobil-opposes-weakening-obama-era-emissions-rules-letter-to-epa-idUSKBN1OH23N
2018-12-18, ,DAILY,The new Permian Basin drilling king is a familiar Texas name,Permian Basin;Texas;world,0.5,THE DALLAS MORNING NEWS, ,rivals;Exxon Mobil Corp.;oil company,drilling king;name;urgency,driller,NEWS AI SENTIMENTS,0.5,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON MOBIL CORP. HAS OVERTAKEN RIVALS TO BECOME THE MOST ACTIVE DRILLER IN THE PERMIAN BASIN SHOWING THE URGENCY WITH WHICH THE WORLD'S BIGGEST OIL COMPANY ...,GLOBAL DATA,https://www.dallasnews.com/business/energy/2018/12/18/the-new-permian-basin-drilling-king-is-a-familiar-texas-name/
2018-12-14, ,DAILY,Angola's Sonangol Exxon Mobil sign oil exploration agreement,Angola;LUANDA;country,0.0,REUTERS, ,Reuters;state oil company;Sonangol;Exxon Mobil,oil exploration agreement;oil exploration;understanding;memorandum, ,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,LUANDA  - ANGOLA'S STATE OIL COMPANY SONANGOL AND EXXON MOBIL ON FRIDAY SIGNED A MEMORANDUM OF UNDERSTANDING FOR OIL EXPLORATION IN THE COUNTRY'S ...,GLOBAL DATA,https://www.reuters.com/article/us-angola-oil-exploration/angolas-sonangol-exxon-mobil-sign-oil-exploration-agreement-idUSKBN1OD1T8
2018-12-14, ,DAILY,Angola's Sonangol Exxon Mobil sign oil exploration agreement,Angola;LUANDA;country,0.0,REUTERS, ,Reuters;state oil company;Sonangol;Exxon Mobil,oil exploration agreement;oil exploration;understanding;memorandum, ,NEWS AI SENTIMENTS,0.0,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,LUANDA  - ANGOLA'S STATE OIL COMPANY SONANGOL AND EXXON MOBIL ON FRIDAY SIGNED A MEMORANDUM OF UNDERSTANDING FOR OIL EXPLORATION IN THE COUNTRY'S ...,GLOBAL DATA,https://www.reuters.com/article/us-angola-oil-exploration/angolas-sonangol-exxon-mobil-sign-oil-exploration-agreement-idUSKBN1OD1T8
2018-12-05,Marathon;talks,DAILY,Marathon in 'exploratory' talks with Exxon Plains on Permian ...,Plains;Permian Basin,0.0,CHRON,two,companies;Exxon;Marathon Petroleum,pipelines;Permian;efforts,pipeline developers;executives,NEWS AI SENTIMENTS,0.4,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,AS COMPANIES RACE TO DEVELOP PIPELINES FROM THE BOOMING PERMIAN BASIN TWO COMPETING PIPELINE DEVELOPERS COULD JOIN EFFORTS. MARATHON PETROLEUM EXECUTIVES ...,GLOBAL DATA,https://www.chron.com/business/energy/article/Marathon-in-exploratory-talks-with-Exxon-13442991.php
2018-11-28, ,DAILY,Exxon signs largest renewable power contract to produce oil ...,West Texas;Denmark,0.1,THE DALLAS MORNING NEWS,12;500,Exxon;Exxon Mobil Corp.,power contract;oil;energy;Orsted A/S;agreements, ,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,EXXON MOBIL CORP. WILL USE RENEWABLE ENERGY TO PRODUCE OIL IN WEST TEXAS. UNDER 12-YEAR AGREEMENTS WITH DENMARK'S ORSTED A/S EXXON WILL BUY 500 ...,GLOBAL DATA,https://www.dallasnews.com/business/local-companies/2018/11/28/exxon-signs-largest-renewable-power-contract-to-produce-oil-in-permian-basin/
2018-11-09, ,DAILY,Reputation risk and the changing role of ESG in corporate ...,State;New York,-0.4,THE GLOBE AND MAIL, ,ESG;Exxon Mobil;Exxon,Reputation;risk;role;material,Attorney-General;shareholders,NEWS AI SENTIMENTS,0.9,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,THE ATTORNEY-GENERAL OF THE STATE OF NEW YORK RECENTLY SUED EXXON MOBIL ALLEGING THAT EXXON DEFRAUDED SHAREHOLDERS BY OMITTING TO PROVIDE MATERIAL ...,GLOBAL DATA,https://www.theglobeandmail.com/business/commentary/article-esgs-and-how-climate-change-affects-business/
2018-11-06,acquisition;deal-making,DAILY,Exxon CEO: 'The business we build in the Permian we're ...,world;Permian;Irving,-0.1,THE DALLAS MORNING NEWS, ,business;Exxon;energy company,size,CEO;driver,NEWS AI SENTIMENTS,0.3,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,THE WORLD'S BIGGEST PUBLIC ENERGY COMPANY DOESN'T WORRY ABOUT SIZE WHEN IT COMES TO POTENTIAL DEAL-MAKING. THE DRIVER OF ANY ACQUISITION FOR IRVING-BASED ...,GLOBAL DATA,https://www.dallasnews.com/business/local-companies/2018/11/06/exxon-ceo-the-business-we-build-in-the-permian-we-re-building-for-the-long-term/
2018-11-02, ,DAILY,Exxon Mobil profit tops estimates but production falls, ,-0.3,REUTERS, ,Exxon Mobil Corp;Exxon Mobil;Reuters,profit;estimates;production;oil;natural gas;estimate;prices,analysts,NEWS AI SENTIMENTS,0.3,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, - EXXON MOBIL CORP ON FRIDAY REPORTED A QUARTERLY PROFIT THAT TOPPED ANALYSTS' ESTIMATE ON HIGHER PRICES RECEIVED FOR ITS OIL AND NATURAL GAS BUT ITS ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-results/exxon-mobil-profit-tops-estimates-but-production-falls-idUSKCN1N71BI
2018-11-02, ,DAILY,Exxon Mobil profit tops estimates but production falls, ,-0.3,REUTERS, ,Exxon Mobil Corp;Exxon Mobil;Reuters,profit;estimates;production;oil;natural gas;estimate;prices,analysts,NEWS AI SENTIMENTS,0.3,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES, - EXXON MOBIL CORP ON FRIDAY REPORTED A QUARTERLY PROFIT THAT TOPPED ANALYSTS' ESTIMATE ON HIGHER PRICES RECEIVED FOR ITS OIL AND NATURAL GAS BUT ITS ...,GLOBAL DATA,https://www.reuters.com/article/us-exxon-mobil-results/exxon-mobil-profit-tops-estimates-but-production-falls-idUSKCN1N71BI
2018-10-29,oil spill,DAILY,Unexpected millions revive the oil-spill money scramble 30 ..., ,-0.6,ANCHORAGE DAILY NEWS,30;200 million, ,oil-spill money;fund;money,millions;Alaskans;Exxon Valdez,NEWS AI SENTIMENTS,1.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,ALMOST 30 YEARS AFTER THE EXXON VALDEZ OIL SPILL ALASKANS ARE AGAIN SCRAMBLING FOR THE MONEY IT SPUN OFF A FUND OF NEARLY $200 MILLION THAT GREW UNEXPECTEDLY ...,GLOBAL DATA,https://www.adn.com/opinions/2018/10/28/unexpected-millions-revive-the-oil-spill-money-scramble-30-years-later/
2018-10-25, ,DAILY,Emails show former CEO Rex Tillerson knew Exxon was lying ..., ,-0.7,THE DALLAS MORNING NEWS, ,company;Exxon,estimate;greenhouse gas emissions;cost,Rex Tillerson;CEO;manager,NEWS AI SENTIMENTS,0.7,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,WHEN AN EXXON MANAGER POINTED OUT THAT THE COMPANY WAS USING A LOWER ESTIMATE FOR THE COST OF GREENHOUSE GAS EMISSIONS THAN IT STATED PUBLICLY HE WAS ...,GLOBAL DATA,https://www.dallasnews.com/business/energy/2018/10/25/emails-show-former-ceo-rex-tillerson-knew-exxon-was-lying-to-investors-lawsuit-alleges/
2018-10-24, ,DAILY,New York sues Exxon Mobil over climate change,New York,-0.7,POLITICO, ,Exxon Mobil;giant,climate change;oil;risks;gas,Barbara Underwood;Attorney General;public;investors,NEWS AI SENTIMENTS,0.7,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,NEW YORK ATTORNEY GENERAL BARBARA UNDERWOOD SUED EXXON MOBIL ON WEDNESDAY ALLEGING THE OIL AND GAS GIANT LIED TO THE PUBLIC AND INVESTORS ABOUT THE RISKS ...,GLOBAL DATA,https://www.politico.com/story/2018/10/24/new-york-exxon-mobil-climate-change-887082
2018-10-24, ,DAILY,New York Sues Exxon Mobil Saying It Deceived ...,New York,-0.6,THE NEW YORK TIMES, ,Exxon Mobil;Sues;company,climate;risks,attorney general;shareholders,NEWS AI SENTIMENTS,0.6,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,NEW YORK'S ATTORNEY GENERAL SUED EXXON MOBIL ON WEDNESDAY CLAIMING THE COMPANY DEFRAUDED SHAREHOLDERS BY DOWNPLAYING THE EXPECTED RISKS OF CLIMATE ...,GLOBAL DATA,https://www.nytimes.com/2018/10/24/climate/exxon-lawsuit-climate-change.html
2018-10-24, ,DAILY,New York attorney general sues Exxon Mobil over climate ...,New York,-0.8,CBS NEWS, ,Exxon Mobil;gas giant,climate;climate change;risks;operations,attorney general;investors,NEWS AI SENTIMENTS,0.8,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,NEW YORK'S ATTORNEY GENERAL IS SUING EXXON MOBIL CLAIMING THE OIL-AND-GAS GIANT MISLED INVESTORS ABOUT THE RISKS THAT CLIMATE CHANGE POSES TO ITS OPERATIONS.,GLOBAL DATA,https://www.cbsnews.com/news/new-york-attorney-general-sues-exxon-mobil-over-climate-change-costs/
2018-10-24, ,DAILY,New York Sues Exxon Mobil Saying It Deceived ...,New York,-0.6,THE NEW YORK TIMES, ,Exxon Mobil;Sues;company,climate;risks,attorney general;shareholders,NEWS AI SENTIMENTS,0.6,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,NEW YORK'S ATTORNEY GENERAL SUED EXXON MOBIL ON WEDNESDAY CLAIMING THE COMPANY DEFRAUDED SHAREHOLDERS BY DOWNPLAYING THE EXPECTED RISKS OF CLIMATE ...,GLOBAL DATA,https://www.nytimes.com/2018/10/24/climate/exxon-lawsuit-climate-change.html
2018-10-24,final,DAILY,Exxon begins preparing Texas refinery for shale oil expansion,refinery;Texas;HOUSTON;United States,0.2,REUTERS, ,Exxon Mobil Corp;Exxon;Reuters,groundwork;shale oil expansion;advance;largest, ,NEWS AI SENTIMENTS,0.2,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,HOUSTON  - EXXON MOBIL CORP HAS BEGUN GROUNDWORK AT A TEXAS REFINERY THAT WOULD BECOME THE LARGEST IN THE UNITED STATES IN ADVANCE OF A FINAL ...,GLOBAL DATA,https://www.reuters.com/article/us-refinery-expansion-exxon-mobil/exxon-begins-preparing-texas-refinery-for-shale-oil-expansion-idUSKCN1MY2N0
2018-10-24, ,DAILY,New York sues Exxon Mobil for underplaying risks of climate ...,New York;Baton Rouge,0.0,NBC NEWS,one,Exxon Mobil;Exxon;Exxon Refinery,risks;climate;lawsuit,CEO;secretary of state;Rex Tillerson,NEWS AI SENTIMENTS,0.4,WORLDDATA.AI,NORTH AMERICA NEWS SOURCES,FORMER EXXON CEO GÇÖ AND ONE-TIME SECRETARY OF STATE GÇÖ REX TILLERSON IS DIRECTLY IMPLICATED IN THE LAWSUIT. EXXON REFINERY IN BATON ROUGE.,GLOBAL DATA,https://www.nbcnews.com/business/business-news/new-york-sues-exxon-mobil-underplaying-risks-climate-change-n923966
